id;name;host_id;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;city
24964591;Ghiradelli Square two bedroom luxury hotel condo;188731766;94109;37.80495;-122.42213;Entire home/apt;3571;3;8;2022-03-15;0.14;1;83;1;San Francisco
26522687;Loft style bright and spacious private suite;36013384;94114;37.75609;-122.44277;Entire home/apt;389;3;8;2022-10-17;0.18;1;83;4;San Francisco
15220043;Garden Home in Sunny Noe Valley Near The Castro;64579077;94114;37.75491;-122.439186;Entire home/apt;525;4;100;2023-03-04;1.33;1;293;27;San Francisco
13542720;Classic Capitol Hill row house;41766385;20003;38.88005;-76.9853;Entire home/apt;275;31;5;2017-08-05;0.07;1;0;0;Washington D.C.
748809188821147885;Studio at the Skinny House in SF Garden District;27045571;94134;37.7272353;-122.4042599;Entire home/apt;130;1;3;2023-02-27;1.67;1;54;3;San Francisco
409582;Capitol Hill studio apartment (Eastern Market);2038963;20003;38.88306;-76.99497;Entire home/apt;156;2;564;2023-01-25;4.24;1;138;30;Washington D.C.
1815551;Lovely apartment in Noe Valley!;9509470;94114;37.75212;-122.42721;Entire home/apt;250;2;280;2020-02-25;2.47;1;0;0;San Francisco
32387655;Tranquil;243204916;20017;38.94259;-77.00367;Private room;100;2;2;2019-06-30;0.04;1;180;0;Washington D.C.
607466660685569771;2 BD/2 BA - Ground Level SF -Parkside-Easy Parking;18843400;94116;37.73983;-122.47529;Entire home/apt;202;2;26;2023-02-15;2.89;1;116;26;San Francisco
36036473;#F15 Full private room in NobHill @ hacknsleep;267895362;94109;37.79407;-122.42024;Private room;50;365;1;2019-08-16;0.02;55;365;0;San Francisco
28411576;Beautifully Designed Private Room;4440278;94114;37.76413;-122.43021;Private room;115;30;2;2019-07-20;0.04;3;269;0;San Francisco
691440783956044874;(14) Spacious Room Near Downtown SF;473145990;94102;37.78621;-122.41422;Private room;83;1;8;2023-01-11;1.42;8;172;8;San Francisco
42693338;Garden View Private Suite at the Park w PARKING!;340098841;94118;37.77559;-122.46187;Entire home/apt;163;3;107;2023-02-11;3.33;1;152;36;San Francisco
32962889;Quaint & Warm Apartment in Historic Anacostia, DC;248076467;20020;38.85925;-76.98372;Entire home/apt;65;7;102;2023-02-04;2.17;1;116;16;Washington D.C.
4022209;Hotel Pac Hgts King Free Car Park#B;20850212;94109;37.79727;-122.42396;Private room;119;1;159;2023-01-11;1.57;16;168;34;San Francisco
50663591;Spacious, central 2BR/2BA -views, garden & parking;2484584;94114;37.75708;-122.43756;Entire home/apt;391;30;2;2022-08-08;0.1;1;179;1;San Francisco
42811820;Amazing 1BR in The Boathouse w/ Concierge + Gym;48005494;20037;38.90127;-77.05468;Entire home/apt;132;31;3;2022-09-03;0.14;138;294;2;Washington D.C.
688666834104732619;Club Wyndham Canterbury SF!;66506549;94109;37.78987;-122.41394;Private room;480;1;2;2022-10-08;0.39;10;358;2;San Francisco
44100289;Family Home with Garden & Parking - Heart of SF;2478750;94131;37.75359;-122.45185;Entire home/apt;650;6;2;2022-07-30;0.14;1;0;1;San Francisco
815126836280234615;Free Parking 2 Bedrooms Close to freeway Entire un;498525536;94124;37.73078295115391;-122.39545502514596;Entire home/apt;139;1;1;2023-02-26;1.0;1;68;1;San Francisco
37800391;Dreamy Cap Hill Apt. near Union Station & H St.;8591234;20002;38.89606;-77.00189;Entire home/apt;178;2;149;2023-03-17;3.44;9;86;61;Washington D.C.
11970099;Blazing Fast WIFI -  Gorgeous 1890s Carriage House;10292686;20002;38.89067;-77.00155;Entire home/apt;206;31;27;2022-02-28;0.35;18;365;0;Washington D.C.
774625085734074571;JPM Deluxe Union Square Suite 4;5805679;94109;37.7889904;-122.4127915;Private room;1000;4;0;0;0.0;29;4;0;San Francisco
12399984;Veteran Owned 1 block to Capitol Top Floor;10292686;20002;38.89057;-77.00218;Entire home/apt;128;31;49;2022-04-29;0.59;18;266;7;Washington D.C.
42757602;Stylish 2BR Near Embarcadero & Caltrain w/ Gym;48005494;94107;37.78119;-122.38925;Entire home/apt;185;30;3;2022-08-09;0.17;31;345;1;San Francisco
16872797;Quiet room w/ free parking in Diamond Heights;32363478;94131;37.74569;-122.44739;Private room;120;30;313;2020-05-08;4.24;1;268;0;San Francisco
30318695;Mulk Place;212325050;94116;37.74084;-122.47612;Entire home/apt;116;1;313;2023-02-16;6.05;1;56;53;San Francisco
2241084;Gem of a townhouse near Dupont Circle/ Georgetown;11418968;20007;38.90912;-77.05487;Entire home/apt;195;31;97;2022-03-29;1.19;1;0;1;Washington D.C.
4959980;2BR Garden Suite w/Trampoline, free SF Zoo passes;25419840;94122;37.75394;-122.48475;Entire home/apt;155;2;447;2023-03-01;4.52;1;42;48;San Francisco
14450414;Spacious Artist's Studio in Heart of the Mission;83854925;94110;37.75203;-122.41338;Entire home/apt;90;30;55;2022-10-09;0.69;1;239;4;San Francisco
22469468;Cozy Private Guest Suite w/ Full Bath & Deck in SF;10267172;94134;37.72354;-122.40393;Private room;89;2;259;2023-02-20;4.15;4;41;25;San Francisco
815183;Country in the City... (30-day min);4282539;94112;37.72979;-122.44791;Private room;42;30;13;2022-09-06;0.12;1;82;1;San Francisco
599282510275955875;Marvelous Union Square Location - Hotel Style Unit;70722023;94102;37.78725;-122.40944;Entire home/apt;130;1;0;0;0.0;41;3;0;San Francisco
784015469668327543;CW Canterbury Resort | 3BR/2BA King Bed Pres Suite;442029804;94109;37.79004812678389;-122.41248635741027;Entire home/apt;789;2;0;0;0.0;43;111;0;San Francisco
30906103;Large NOPA apartment;10501924;94115;37.77922;-122.44023;Entire home/apt;96;30;4;2021-11-05;0.1;7;195;0;San Francisco
22889391;"3-min walk to PETWORTH METRO;10mins to CONVENT.CTR";126333441;20011;38.93872;-77.02665;Private room;72;2;148;2023-02-15;2.39;4;257;33;Washington D.C.
16613766;Studio H Street Corridor;5437227;20002;38.9001;-76.99877;Entire home/apt;205;2;6;2022-07-14;0.08;1;328;4;Washington D.C.
25491424;DC Family Vacation House;2881676;20011;38.94707;-77.02486;Entire home/apt;179;30;3;2022-12-27;0.39;2;53;3;Washington D.C.
7055126;Sunny Potrero Hill Cottage;24949211;94107;37.76002;-122.39667;Entire home/apt;188;30;193;2022-04-16;2.08;3;248;1;San Francisco
9788818;1BR Condo a Block from the Metro;50451043;20037;38.90405;-77.05401;Entire home/apt;85;31;2;2016-02-08;0.02;1;0;0;Washington D.C.
19564659;Beautiful & Bright Top Floor Flat!;3816497;94110;37.75138;-122.41016;Entire home/apt;300;4;13;2022-09-23;0.19;2;7;2;San Francisco
656634971690061748;Private home Outer Richmond;92201521;94121;37.77292;-122.50207;Entire home/apt;123;1;32;2023-02-19;4.03;2;172;32;San Francisco
12511225;The Bartlett QUEEN;17042045;94102;37.78729;-122.40818;Private room;89;1;128;2022-03-09;1.53;46;47;2;San Francisco
11599968;Gorgeous Apartment with Parking near the 9:30 Club;34195632;20001;38.92322;-77.02655;Entire home/apt;80;31;304;2022-03-20;3.93;1;16;1;Washington D.C.
33608260;Namaste Room: Market+Valencia | blocs2everywhere;221525713;94103;37.77133;-122.42293;Private room;63;30;42;2022-10-05;0.89;4;204;1;San Francisco
40204501;Stylish+Modern NOPA Penthouse/Remote Work Friendly;14812458;94117;37.77298;-122.43759;Entire home/apt;500;30;24;2023-02-28;1.34;1;232;6;San Francisco
25742586;Room in Worland Apartments;75222030;20007;38.92598;-77.07424;Private room;1100;180;0;0;0.0;1;0;0;Washington D.C.
16480055;1 Bedroom in lovely apartment, Heart of U Street;108186494;20009;38.91843;-77.03257;Private room;80;31;0;0;0.0;1;0;0;Washington D.C.
37336048;H STREET HAVEN;25854085;20002;38.8954;-76.97637;Entire home/apt;80;31;1;2019-09-12;0.02;1;365;0;Washington D.C.
54209115;Marina District 1 Bd 1.5 Ba Luxury Garden Condo;48874527;94123;37.80172;-122.44381;Entire home/apt;138;31;5;2023-02-22;0.4;1;243;4;San Francisco
11296745;Nice room right next to the petworth metro;315148;20011;38.93767;-77.02321;Private room;35;31;15;2022-08-26;0.28;38;257;2;Washington D.C.
37370763;Ultra-modern 2 Bedroom 2 Bath;86968715;94105;37.78849;-122.39594;Entire home/apt;300;30;0;0;0.0;1;0;0;San Francisco
40152598;Inviting, modern K Street studio near H Street NE;309954138;20002;38.90345;-76.99647;Entire home/apt;99;3;69;2023-02-25;1.74;1;72;39;Washington D.C.
680685774605111113;Adorable 1-bedroom apartment with workspace, patio;1600680;94112;37.7184263;-122.4548845;Entire home/apt;86;4;14;2023-02-19;1.94;2;33;14;San Francisco
23269859;Stratford Cozy Cool Queen;173206762;94102;37.78777;-122.40677;Private room;9999;1;5;2020-02-15;0.08;61;293;0;San Francisco
53237882;1 Bedroom Apt, 15 min to downtown SF;4455507;94127;37.73495;-122.45961;Entire home/apt;102;2;84;2023-02-25;5.53;1;150;68;San Francisco
784012154374817479;CW Canterbury Resort | 1BR/1BA Queen Suite;442029804;94109;37.788051291859546;-122.41232779759656;Entire home/apt;421;2;0;0;0.0;43;179;0;San Francisco
681790267050668671;Pacific Heights Condo at the Rockwell;1257432;94109;37.78990594944408;-122.42436473309346;Entire home/apt;125;30;1;2022-10-01;0.19;28;338;1;San Francisco
637051829678544604;Lovely Large 1 Bedroom Steps Away From Ocean.;17044234;94109;37.80343;-122.42494;Entire home/apt;165;30;0;0;0.0;1;124;0;San Francisco
36909059;New Capitol Hill Garden Apartment - Lots of Light;60251899;20003;38.88345;-77.00185;Entire home/apt;130;2;101;2023-03-12;2.33;1;89;47;Washington D.C.
39799508;SoMa 9 Residences Room 8 Shared Bath;305345677;94107;37.78098;-122.39753;Entire home/apt;109;5;22;2023-01-10;0.57;9;338;10;San Francisco
673245628020642932;Master room next to CCSF, SF state, easy parking.;86083871;94112;37.7284095;-122.4575383;Private room;75;30;0;0;0.0;6;337;0;San Francisco
42090210;Studio with Full Kitchen in Historic Capitol Hill;77741012;20003;38.88801;-76.98443;Entire home/apt;161;2;79;2023-03-15;2.11;1;299;41;Washington D.C.
51985179;Noe Valley Sanctuary with Sunny Backyard;233525;94131;37.74247;-122.43127;Entire home/apt;110;30;0;0;0.0;1;179;0;San Francisco
750622042994015503;Adorable 1-Bedroom Guest Suite;35239489;94116;37.74102;-122.48331;Entire home/apt;128;2;2;2023-01-02;0.53;1;306;2;San Francisco
47242917;Designer Victorian Masterpiece;10081093;94114;37.76039;-122.43757;Entire home/apt;913;2;68;2023-02-26;2.66;1;333;26;San Francisco
27192592;Parkside Place;2430503;94116;37.74181;-122.47768;Entire home/apt;220;2;55;2022-12-12;1.03;2;51;11;San Francisco
7438473;Cozy Embassy Row Studio near Dupont;30732781;20008;38.91738;-77.05679;Entire home/apt;75;31;15;2019-08-17;0.16;2;0;0;Washington D.C.
22568357;WELL-EQUIPPED STUDIO APT ** WALK TO METRO SUBWAY!;165867129;20009;38.91306;-77.03339;Entire home/apt;124;2;334;2023-03-12;5.3;1;186;58;Washington D.C.
16824881;Parking Pass- H St. NE, 1.5 miles from Capitol;4871978;20002;38.89648;-76.98399;Entire home/apt;375;31;0;0;0.0;1;0;0;Washington D.C.
36944347;Suites at Fisherman's Wharf;52178915;94109;37.80543;-122.42061;Entire home/apt;257;2;3;2023-01-11;0.74;43;0;3;San Francisco
35225006;Enchanting 1BR Apartment in Dupont Circle by Zeus;48005494;20009;38.91339;-77.04525;Entire home/apt;127;31;4;2023-01-18;0.2;138;305;2;Washington D.C.
8800012;SF Union Square: 2 studios in upscale Hotel!;22267033;94102;37.78662;-122.40961;Entire home/apt;685;2;18;2021-11-03;0.2;19;357;0;San Francisco
691314374962336279;Lovely 2-bed condo 1 block from UCSF Medical Ctr;474538612;94107;37.76397;-122.38891;Entire home/apt;170;30;1;2022-12-13;0.36;1;130;1;San Francisco
30037994;Historic Row House. Solar Powered!;46538062;20010;38.92839;-77.02808;Entire home/apt;393;2;108;2023-03-10;2.12;1;231;33;Washington D.C.
18778039;Frugal Buddha Behind The Blue Door;2170422;20020;38.8624;-76.98879;Private room;296;31;38;2022-04-30;0.55;2;364;1;Washington D.C.
21891422;Entire apt for $58.  Just 5 minutes walk to Metro;157259550;20020;38.85829;-76.9916;Entire home/apt;58;31;9;2018-01-11;0.14;1;0;0;Washington D.C.
251619;LUXURY LIVING AT A BARGAIN;1159505;20012;38.98853;-77.04441;Private room;90;2;9;2022-05-29;0.07;4;365;1;Washington D.C.
9546364;2 br in a prime location;49437076;20009;38.9189;-77.04477;Entire home/apt;140;31;0;0;0.0;1;0;0;Washington D.C.
10104715;Private Basement Studio Apartment in DC Near Metro;51854674;20019;38.89019;-76.93841;Entire home/apt;87;1;35;2022-10-02;0.45;1;0;13;Washington D.C.
665125215919512635;Lovely 2br+Office in the Heart of Russian Hill.;457763098;94109;37.80596;-122.4223;Entire home/apt;300;30;0;0;0.0;2;354;0;San Francisco
43200504;Civic Center Vista;303118342;94117;37.77548;-122.43234;Entire home/apt;132;30;0;0;0.0;23;348;0;San Francisco
36257002;DuPont Circle/Kalorama Luxury Apartment Suite 3;269834634;20009;38.91496;-77.04558;Entire home/apt;145;1;122;2023-03-01;2.71;11;338;37;Washington D.C.
31124937;ROOM 3;208750284;94124;37.73852;-122.39773;Private room;49;1;281;2023-03-02;5.52;5;317;85;San Francisco
23209264;Relaxing, Cozy and Private 1/BR Flat With Views!;23741447;94124;37.73304;-122.38619;Entire home/apt;106;1;339;2023-02-10;5.56;2;69;83;San Francisco
786203048372382949;Sunny Mission 2 Bed Near Bart;492156112;94110;37.75453697695639;-122.41208363737884;Entire home/apt;135;30;0;0;0.0;1;135;0;San Francisco
34129571;Warm & charming 2 Bedrooms- Good for family/;232380548;94112;37.71351;-122.44336;Entire home/apt;99;30;4;2020-03-11;0.09;1;0;0;San Francisco
38822604;@ Marbella Lane - 2BR Near Balboa Park Bart;7354188;94112;37.72327;-122.43822;Entire home/apt;170;3;47;2023-01-06;1.14;1;353;11;San Francisco
31332079;Hill East Hideaway;195016684;20003;38.8883;-76.98516;Entire home/apt;100;31;2;2020-02-15;0.05;1;47;0;Washington D.C.
1768239;Stunning Views2 near Haight&Castro!;3685746;94117;37.7653;-122.44573;Entire home/apt;160;30;43;2023-02-11;0.38;1;330;3;San Francisco
808638289425644976;CW Canterbury Resort | 2BR/1BA Queen Suite;389697794;94109;37.78792536638201;-122.41354172014869;Entire home/apt;460;2;0;0;0.0;25;75;0;San Francisco
38347847;Galleria Park, Sutter Suite;283380571;94108;37.78883;-122.40446;Private room;269;1;0;0;0.0;4;363;0;San Francisco
52123928;Spacious 2 Bedroom Condo in Alamo Square;7757149;94117;37.77671;-122.43051;Entire home/apt;350;2;23;2023-02-05;1.64;2;0;21;San Francisco
14501673;Downtown SF Studio Apartment Near Civic Center;10764661;94102;37.78095;-122.42155;Entire home/apt;41;30;25;2022-06-19;0.33;4;301;2;San Francisco
834204382399601571;Broadmoor Large Studio 245;502034331;94109;37.787266041469415;-122.42359315440524;Private room;150;3;0;0;0.0;4;153;0;San Francisco
591383781081764771;Unique Lovely 1 Bedroom Sleeps 2 San Francisco;443464789;94102;37.778759;-122.422256;Entire home/apt;239;2;0;0;0.0;2;344;0;San Francisco
731181553772778147;Ideal Location! Right in Fisherman’s Wharf!;174792040;94133;37.80724;-122.4143;Private room;263;1;0;0;0.0;16;337;0;San Francisco
45739694;Sunny and Bright San Francisco studio with patio!;370792476;94105;37.78818;-122.38947;Entire home/apt;119;30;7;2022-08-10;0.25;1;325;2;San Francisco
16620442;Georgetown House ,Renovated, Open Plan;109736004;20007;38.90987;-77.05751;Entire home/apt;1500;4;40;2022-11-27;0.55;1;348;9;Washington D.C.
52539040;Cheerful 1-Bedroom Unit With Free Parking!;425251531;94122;37.75207;-122.48654;Entire home/apt;134;1;53;2023-02-24;3.17;1;123;47;San Francisco
589020902524503434;Beach getaway - large bedroom with private bath;450929962;94116;37.74925;-122.50383;Private room;71;1;29;2023-02-22;2.6;3;119;29;San Francisco
43059548;Private Bedroom in the Marina District Ocean Views;15019726;94123;37.80636;-122.43868;Private room;75;30;0;0;0.0;1;92;0;San Francisco
9972077;Quiet Luxury in Central San Francisco;47980391;94117;37.76228;-122.45161;Entire home/apt;200;2;59;2019-12-01;0.69;1;0;0;San Francisco
22702846;Bright Downtown Studio w/ the Comforts of Home!;4430421;94109;37.78424;-122.41621;Entire home/apt;89;30;2;2022-06-15;0.04;154;152;1;San Francisco
34328776;Gorgeous 4 BR/3.5 BA  With All New Furnishing;259168393;20001;38.91504;-77.02631;Entire home/apt;400;31;83;2023-02-20;1.77;1;232;15;Washington D.C.
18964858;Your 1 Bed Apt near to Downtown DC;3872316;20017;38.92643;-76.99178;Entire home/apt;89;2;80;2023-03-03;1.44;1;149;18;Washington D.C.
42207965;Luxury 2 bedroom apartment in Pacific Heights;335196582;94115;37.79048;-122.43208;Entire home/apt;500;30;5;2021-03-28;0.16;1;266;0;San Francisco
717451030913996710;Mission Bay 1 BR w/ Office by Anyplace - 11450;415840703;94158;37.77527;-122.39025;Entire home/apt;187;30;1;2022-12-31;0.45;24;279;1;San Francisco
1761677;Classic scandinavian, kid haven;9260186;20010;38.92918;-77.04035;Entire home/apt;372;3;117;2023-03-18;1.04;1;12;38;Washington D.C.
685576592706176207;A Peaceful Retreat with a Garden View;1792722;94112;37.7263;-122.4249;Private room;47;1;5;2023-02-19;1.06;1;51;5;San Francisco
7385563;Retreat in the City, Walk to Metro!;604616;20012;38.97405;-77.02284;Entire home/apt;80;3;72;2022-11-15;0.79;1;77;11;Washington D.C.
2371394;1886 VICTORIAN, QUIET & PRIVATE, BEST AREA in SF!;2440054;94117;37.77112;-122.43306;Entire home/apt;210;7;57;2023-02-16;0.56;1;0;13;San Francisco
11439405;2-Bedroom Furnished Short-Term near FiDi Nob Hill;9965793;94108;37.79102;-122.40698;Entire home/apt;149;30;5;2019-08-25;0.06;9;0;0;San Francisco
21555212;Red Victorian - Sun Bunk in shared Friends Room;117141107;94117;37.76944;-122.44992;Shared room;50;1;47;2019-12-24;0.77;43;0;0;San Francisco
35643330;Grant Plaza Hotel, Deluxe Double-Double;265029065;94108;37.79039;-122.40672;Hotel room;140;1;14;2023-02-20;0.38;4;259;5;San Francisco
36029332;Live Like a Local in Sunny Bernal Heights;23573644;94110;37.74666;-122.40616;Entire home/apt;255;2;207;2023-02-24;4.91;1;136;72;San Francisco
17964535;Heart DuPont Huge Private Suite Bed/Bath/RoofDeck;511136;20036;38.90958;-77.04588;Private room;153;1;279;2023-03-09;3.94;4;131;56;Washington D.C.
49015924;Newly Renovated, Spacious Unit in the Heart of SF;330231;94110;37.74442;-122.42287;Entire home/apt;138;30;4;2023-02-22;0.26;10;294;3;San Francisco
36148199;The Americania Hotel, Superior King;269581043;94103;37.77264;-122.40991;Private room;10000;1;6;2020-02-18;0.15;3;285;0;San Francisco
33269893;Hayes Valley Studio w/ Rooftop, W/D, 1 min to BART;107434423;94102;37.774794;-122.420569;Entire home/apt;165;31;0;0;0.0;138;287;0;San Francisco
20607002;Spacious 1-BR apartment in vibrant DuPont Circle;147115777;20036;38.90982;-77.04691;Entire home/apt;115;31;69;2022-12-17;1.03;1;230;3;Washington D.C.
671740961355430673;Luxury bedroom w/ private bath in the Mission;2984962;94110;37.7557622;-122.419807;Private room;90;30;2;2022-10-30;0.38;2;339;2;San Francisco
768094948092995571;Exclusive and Charming near Dolores Park/Mission;2060012;94110;37.75133;-122.41848;Entire home/apt;275;30;0;0;0.0;15;291;0;San Francisco
53634136;Inn at the Opera::;52178915;94102;37.77777;-122.42196;Entire home/apt;74;3;17;2022-11-26;1.2;43;10;12;San Francisco
23686129;STAY AT THE DONATELLO HOTEL IN UNION SQUARE;64646820;94102;37.78687;-122.41078;Private room;199;1;30;2019-03-29;0.5;38;0;0;San Francisco
34470646;Bright Spacious & Comfortable Hayes Valley Condo;27975146;94117;37.77456;-122.42981;Entire home/apt;339;2;167;2023-02-20;3.66;1;199;62;San Francisco
837529795721051286;1 Bed room Condo;478633299;94108;37.7905509;-122.4069285;Private room;178;1;0;0;0.0;1;54;0;San Francisco
71645;Northslope Studio in Bernal Heights with a Zen, Leafy Patio;367464;94110;37.74409;-122.40846;Entire home/apt;119;3;272;2023-01-28;3.19;1;124;59;San Francisco
46505086;Ocean beach,  Private Studio/ New / Garage Parking;44172059;94121;37.7808;-122.50004;Entire home/apt;130;1;174;2023-03-02;6.23;1;248;78;San Francisco
745957;Micro-Private Single;576273;94111;37.79492;-122.40312;Private room;500;30;0;0;0.0;3;365;0;San Francisco
738038497614170384;Entire cottage in Nob Hill, centrally-located!;483654068;94109;37.79228;-122.41769;Entire home/apt;299;2;3;2023-02-22;2.5;1;50;3;San Francisco
23717829;Funky & Cool Adams Morgan Apartment;3448315;20009;38.91862;-77.04154;Entire home/apt;188;31;14;2021-09-02;0.23;18;112;0;Washington D.C.
45125280;Convenient Downtown Top Floor Studio;4430421;94102;37.78392;-122.41009;Entire home/apt;79;30;0;0;0.0;154;179;0;San Francisco
32813435;311C Private Room in Super Convenient Area, Room C;127638239;94118;37.78354;-122.4621;Private room;68;1;227;2023-02-27;4.67;5;165;51;San Francisco
53800185;Lovely 1-bedroom in Potrero Hill (Guest Suite);6372467;94107;37.75916;-122.40086;Entire home/apt;220;2;14;2023-02-16;1.36;1;8;14;San Francisco
9855531;Private  Room-Free Unzoned Parking;20371167;20020;38.86442;-76.98809;Private room;40;31;238;2020-01-20;2.77;2;0;0;Washington D.C.
731181131705498870;Prime Location! 2 Awesome units to enjoy!;174792040;94133;37.80667;-122.41432;Private room;552;1;0;0;0.0;16;337;0;San Francisco
5560256;Beautiful shared apartment;6334749;94110;37.75533;-122.41465;Private room;195;30;0;0;0.0;3;0;0;San Francisco
839330745722153339;Broadmoor Studio 414;502034331;94109;37.78713939907874;-122.42577210873318;Private room;150;3;0;0;0.0;4;88;0;San Francisco
15552233;One Bedroom Apartment in Capitol Hill;54510810;20003;38.88438;-76.98256;Entire home/apt;75;2;192;2023-03-01;2.47;1;3;54;Washington D.C.
24471037;Red Victorian - Bunk #1 in shared Poster Room;117141107;94117;37.76942;-122.44991;Shared room;50;1;43;2020-02-16;0.74;43;0;0;San Francisco
51790636;Modern Studio Minimal Living Maximum Lifestyle 205;253575857;94109;37.79159;-122.42035;Private room;120;1;31;2023-02-14;1.7;36;174;23;San Francisco
21578559;Inn at the Opera Hotel Room;47514427;94102;37.77951;-122.42134;Private room;205;2;36;2022-05-30;0.62;27;11;2;San Francisco
31562778;Entire Studio Apt in Glover Park/Washington DC;236576107;20007;38.92339;-77.07299;Entire home/apt;60;31;1;2019-02-19;0.02;1;0;0;Washington D.C.
15843220;★★★★★Beautiful House Eckington Neighborhood in DC;98799358;20002;38.91665;-77.00544;Entire home/apt;285;2;65;2023-01-15;0.85;4;339;14;Washington D.C.
11868093;#2 Foggy Bottom/Georgetown Apartment;58166745;20037;38.90292;-77.05319;Entire home/apt;148;1;347;2023-02-22;4.07;5;293;62;Washington D.C.
32050026;Villanobhill;88810;94109;37.79059;-122.41664;Entire home/apt;300;30;0;0;0.0;1;0;0;San Francisco
40625830;S. Beach Studio w/ 3 Pools, 2 mins to Muni;107434423;94107;37.78524;-122.39092;Entire home/apt;157;31;0;0;0.0;138;299;0;San Francisco
4653332;Sunny 1BR Apt in Noe w/ parking;4237211;94131;37.74509;-122.43105;Entire home/apt;220;60;11;2020-02-29;0.11;1;0;0;San Francisco
11185685;Mission 24th St - 2 BR Apartment;38836;94110;37.75192;-122.40878;Entire home/apt;97;30;9;2023-01-04;0.11;22;76;1;San Francisco
28712209;Shipyard Condo;216581684;94124;37.72727;-122.36859;Entire home/apt;150;31;0;0;0.0;1;0;0;San Francisco
16415389;Beer & Bacon: Entire Apt by U Street;107573807;20009;38.91997;-77.03452;Entire home/apt;80;31;17;2017-08-13;0.22;1;0;0;Washington D.C.
35836829;Executive Hotel Vintage Court, Double Room;268186698;94108;37.79129;-122.40884;Private room;9999;1;0;0;0.0;4;0;0;San Francisco
20849583;Capitol Hill Luxury Row Home: 125 D St SE;149624635;20003;38.88588;-77.00575;Entire home/apt;400;31;102;2020-01-26;1.54;1;0;0;Washington D.C.
784014927358566873;CW Canterbury Resort | 2BR/1BA Queen Suite;482174715;94109;37.78821;-122.41373;Entire home/apt;460;2;0;0;0.0;16;75;0;San Francisco
38793598;🌟Luxury guest house~2bedroom~2bathroom~Cable/Wifi;294411073;20011;38.95232;-77.02889;Entire home/apt;189;31;9;2022-05-20;0.21;1;364;1;Washington D.C.
45078628;63A UCSF/GG PARK 3bd/2ba apt newly renovated;62034618;94122;37.76499;-122.47742;Entire home/apt;116;30;1;2021-10-06;0.06;20;89;0;San Francisco
34937940;Spacious luxury getaway in the sunniest part of SF;256063782;94107;37.75764;-122.40038;Entire home/apt;257;1;195;2023-01-12;4.26;1;162;56;San Francisco
41961599;Hotel Drisco, Classic Guestroom, One King Bed;291825159;94115;37.79213;-122.4433;Private room;479;1;1;2021-01-01;0.04;2;67;0;San Francisco
6169292;Hotel Pac Hgts 2 Bed Free Car ParkA;20850212;94123;37.79696;-122.42539;Hotel room;129;1;263;2022-12-11;2.78;16;157;18;San Francisco
31473995;Modern & Cozy 2-Bedroom Suite-Minutes to Downtown;218523092;20032;38.8229;-77.00746;Entire home/apt;160;31;70;2022-07-03;1.41;1;364;12;Washington D.C.
28134094;The Bee Hive;75923511;20003;38.8775;-77.00223;Private room;150;31;7;2018-12-06;0.13;1;0;0;Washington D.C.
8846542;Capitol Hill Townhome - Paris Bdrm;46326018;20002;38.89478;-76.98442;Private room;100;2;90;2023-02-19;1.05;4;85;3;Washington D.C.
21491206;Private Space with Access to Public Transportation;156126519;20015;38.98157;-77.05661;Private room;199;31;5;2018-03-29;0.08;1;0;0;Washington D.C.
9075976;3 BR Home by the Beach with Sunset Ocean Views;47334459;94116;37.73864;-122.50042;Entire home/apt;84;2;58;2023-01-16;0.66;1;0;11;San Francisco
44540545;Bright Studio in the Sunny Mission District!;4430421;94110;37.7643;-122.41705;Entire home/apt;89;30;2;2022-08-31;0.24;154;179;2;San Francisco
12835527;Live like a local and try tiny living;570963;94110;37.73782;-122.41694;Entire home/apt;86;3;382;2023-03-04;4.63;1;2;55;San Francisco
615347154602902118;Modern 2 bedroom apartment, full kitchen;9328763;94103;37.77477;-122.41588;Entire home/apt;281;30;0;0;0.0;5;358;0;San Francisco
997382;Haight Ashbury Experience Room 5;1032643;94117;37.77082;-122.44825;Private room;53;1;645;2023-02-18;5.36;5;324;79;San Francisco
40591333;HERBERT Room with Hallway Bath;100390518;94102;37.78739;-122.4094;Private room;75;1;0;0;0.0;19;69;0;San Francisco
16544141;"Central location for DC Visitors ""NILE ROOM""";78194147;20001;38.92834;-77.01991;Private room;64;31;218;2022-03-20;2.89;5;47;1;Washington D.C.
54199501;Lovely Private room in heart of North Beach.;429575203;94133;37.79753;-122.40483;Private room;70;32;0;0;0.0;3;253;0;San Francisco
208831;Virtually Your Own Apt in Nth Beach;1028577;94133;37.80121;-122.41339;Entire home/apt;164;3;568;2023-03-04;4.08;1;25;40;San Francisco
663058520156214387;Cute private bedroom and bathroom in Cole Valley;307718200;94117;37.76438;-122.45217;Private room;87;30;0;0;0.0;1;248;0;San Francisco
6404202;Charming sunny bedroom with desk near Metro/Mall;32837957;20024;38.8752;-77.01073;Private room;69;1;90;2022-12-14;0.94;2;54;7;Washington D.C.
582335;Luxurious, high end, modern, remodeled Victorian.;2867852;94123;37.80144;-122.43865;Entire home/apt;1149;4;11;2021-07-27;0.09;1;32;0;San Francisco
18025636;In-town Private Room with Private Bath;21536334;20007;38.92749;-77.06744;Private room;180;31;86;2020-03-02;1.19;1;322;0;Washington D.C.
